brand,category_code,event_type,count
silva,furniture.living_room.cabinet,view,380
silva,furniture.living_room.sofa,cart,21
silva,furniture.living_room.sofa,purchase,8
silva,furniture.living_room.sofa,view,1518
silverlit,kids.toys,cart,22
silverlit,kids.toys,purchase,3
silverlit,kids.toys,view,2202
simba,kids.dolls,cart,262
simba,kids.dolls,purchase,9
simba,kids.dolls,view,13088
simba,kids.toys,view,6
simfer,appliances.environment.air_heater,cart,1
simfer,appliances.environment.air_heater,view,105
simfer,appliances.kitchen.hob,cart,21
simfer,appliances.kitchen.hob,purchase,10
simfer,appliances.kitchen.hob,view,888
simfer,appliances.kitchen.hood,cart,9
simfer,appliances.kitchen.hood,purchase,4
simfer,appliances.kitchen.hood,view,290
simfer,appliances.kitchen.oven,cart,23
simfer,appliances.kitchen.oven,purchase,6
simfer,appliances.kitchen.oven,view,1156
simfer,appliances.kitchen.refrigerators,view,53
simpleparenting,furniture.living_room.chair,cart,8
simpleparenting,furniture.living_room.chair,purchase,7
simpleparenting,furniture.living_room.chair,view,154
sinbo,appliances.environment.air_heater,cart,5
sinbo,appliances.environment.air_heater,purchase,2
sinbo,appliances.environment.air_heater,view,179
sinbo,appliances.environment.vacuum,cart,4
sinbo,appliances.environment.vacuum,purchase,2
sinbo,appliances.environment.vacuum,view,122
sinbo,appliances.kitchen.blender,view,39
sinbo,appliances.kitchen.coffee_machine,cart,3
sinbo,appliances.kitchen.coffee_machine,view,279
sinbo,appliances.kitchen.grill,view,2
singer,appliances.sewing_machine,cart,55
singer,appliances.sewing_machine,purchase,14
singer,appliances.sewing_machine,view,2830
sinotex,computers.components.videocards,cart,6
sinotex,computers.components.videocards,purchase,3
sinotex,computers.components.videocards,view,970
sinusprofi,construction.tools.generator,cart,2
sinusprofi,construction.tools.generator,purchase,1
sinusprofi,construction.tools.generator,view,287
sitparad,furniture.kitchen.chair,cart,1
sitparad,furniture.kitchen.chair,view,215
sjcam,electronics.camera.video,cart,188
sjcam,electronics.camera.video,purchase,49
sjcam,electronics.camera.video,view,8227
skagen,electronics.clocks,cart,61
skagen,electronics.clocks,purchase,19
skagen,electronics.clocks,view,4670
skandika,furniture.kitchen.table,view,109
skazocnyjpatrul,kids.toys,cart,2
skazocnyjpatrul,kids.toys,purchase,1
skazocnyjpatrul,kids.toys,view,37
skechers,apparel.shoes.slipons,view,25
ski-doo,apparel.shirt,cart,1
ski-doo,apparel.shirt,purchase,1
ski-doo,apparel.shirt,view,537
skillmax,furniture.kitchen.chair,cart,10
skillmax,furniture.kitchen.chair,purchase,5
skillmax,furniture.kitchen.chair,view,157
skillmax,kids.carriage,cart,7
skillmax,kids.carriage,purchase,2
skillmax,kids.carriage,view,986
skullcandy,electronics.audio.headphone,view,10
skv,furniture.bedroom.bed,cart,1
skv,furniture.bedroom.bed,view,115
skv-kompani,furniture.bedroom.bed,view,9
skytech,kids.toys,cart,16
skytech,kids.toys,purchase,2
skytech,kids.toys,view,643
skyworth,appliances.kitchen.refrigerators,cart,231
skyworth,appliances.kitchen.refrigerators,purchase,58
skyworth,appliances.kitchen.refrigerators,view,8093
skyworth,electronics.video.tv,view,56
slaro,kids.carriage,view,62
slezakrav,construction.components.faucet,view,2
slider,kids.skates,view,181
sly,apparel.dress,view,4
sly,apparel.jacket,view,1
sly,apparel.skirt,view,5
sly,apparel.trousers,view,5
smalvic,appliances.kitchen.hob,view,47
smalvic,appliances.kitchen.oven,view,115
smart,computers.components.memory,cart,20
smart,computers.components.memory,purchase,7
smart,computers.components.memory,view,398
smart,computers.desktop,cart,244
smart,computers.desktop,purchase,60
smart,computers.desktop,view,18814
smart,computers.peripherals.monitor,cart,25
smart,computers.peripherals.monitor,purchase,18
smart,computers.peripherals.monitor,view,880
smartbuy,computers.peripherals.keyboard,view,26
smartbuy,computers.peripherals.mouse,view,74
smartrike,sport.bicycle,cart,23
smartrike,sport.bicycle,purchase,4
smartrike,sport.bicycle,view,1460
smarttextile,furniture.bedroom.pillow,view,39
smartway,kids.skates,view,25
smeg,appliances.kitchen.blender,cart,32
smeg,appliances.kitchen.blender,purchase,5
smeg,appliances.kitchen.blender,view,1878
smeg,appliances.kitchen.coffee_machine,cart,47
smeg,appliances.kitchen.coffee_machine,purchase,19
smeg,appliances.kitchen.coffee_machine,view,4817
smeg,appliances.kitchen.dishwasher,cart,19
smeg,appliances.kitchen.dishwasher,purchase,4
smeg,appliances.kitchen.dishwasher,view,1877
smeg,appliances.kitchen.hob,cart,27
smeg,appliances.kitchen.hob,purchase,6
smeg,appliances.kitchen.hob,view,3009
smeg,appliances.kitchen.hood,cart,23
smeg,appliances.kitchen.hood,purchase,4
smeg,appliances.kitchen.hood,view,1836
smeg,appliances.kitchen.juicer,cart,10
smeg,appliances.kitchen.juicer,purchase,5
smeg,appliances.kitchen.juicer,view,1317
smeg,appliances.kitchen.kettle,cart,123
smeg,appliances.kitchen.kettle,purchase,40
smeg,appliances.kitchen.kettle,view,4893
smeg,appliances.kitchen.microwave,cart,16
smeg,appliances.kitchen.microwave,purchase,2
smeg,appliances.kitchen.microwave,view,2433
smeg,appliances.kitchen.mixer,cart,140
smeg,appliances.kitchen.mixer,purchase,33
smeg,appliances.kitchen.mixer,view,6126
smeg,appliances.kitchen.oven,cart,48
smeg,appliances.kitchen.oven,purchase,14
smeg,appliances.kitchen.oven,view,3209
smeg,appliances.kitchen.refrigerators,cart,34
smeg,appliances.kitchen.refrigerators,purchase,6
smeg,appliances.kitchen.refrigerators,view,5103
smeg,appliances.kitchen.steam_cooker,cart,3
smeg,appliances.kitchen.steam_cooker,view,1390
smeg,appliances.kitchen.toster,cart,63
smeg,appliances.kitchen.toster,purchase,30
smeg,appliances.kitchen.toster,view,1362
smeg,appliances.kitchen.washer,cart,2
smeg,appliances.kitchen.washer,view,1779
smeg,construction.components.faucet,cart,2
smeg,construction.components.faucet,view,645
smile,appliances.environment.air_heater,cart,5
smile,appliances.environment.air_heater,purchase,1
smile,appliances.environment.air_heater,view,244
smile,appliances.iron,view,5
smile,appliances.kitchen.hob,cart,6
smile,appliances.kitchen.hob,view,73
smile,appliances.kitchen.juicer,cart,24
smile,appliances.kitchen.juicer,purchase,7
smile,appliances.kitchen.juicer,view,796
smile,appliances.kitchen.kettle,cart,10
smile,appliances.kitchen.kettle,view,315
smile,appliances.kitchen.oven,cart,21
smile,appliances.kitchen.oven,purchase,4
smile,appliances.kitchen.oven,view,452
smile,appliances.kitchen.toster,cart,1
smile,appliances.kitchen.toster,view,30
smile,appliances.personal.massager,cart,107
smile,appliances.personal.massager,purchase,31
smile,appliances.personal.massager,view,2472
smile,appliances.personal.scales,cart,2
smile,appliances.personal.scales,purchase,2
smile,appliances.personal.scales,view,185
smile,furniture.living_room.cabinet,view,22
smk,furniture.living_room.sofa,cart,1
smk,furniture.living_room.sofa,view,220
smoby,kids.skates,view,9
snez,appliances.kitchen.refrigerators,view,165
snowcap,appliances.environment.air_conditioner,view,5
snowcap,appliances.environment.vacuum,cart,110
snowcap,appliances.environment.vacuum,purchase,16
snowcap,appliances.environment.vacuum,view,5511
snowcap,appliances.kitchen.refrigerators,cart,3
snowcap,appliances.kitchen.refrigerators,purchase,3
snowcap,appliances.kitchen.refrigerators,view,93
softoy,kids.toys,cart,11
softoy,kids.toys,purchase,4
softoy,kids.toys,view,488
solaris,construction.tools.welding,cart,7
solaris,construction.tools.welding,view,288
solostyle,apparel.shoes,cart,29
solostyle,apparel.shoes,purchase,9
solostyle,apparel.shoes,view,1436
sonar,appliances.personal.hair_cutter,view,29
sonda,electronics.audio.subwoofer,cart,6
sonda,electronics.audio.subwoofer,purchase,2
sonda,electronics.audio.subwoofer,view,296
sonnaaskazka,furniture.bedroom.pillow,view,3
sonoterra,furniture.bedroom.pillow,view,21
sony,auto.accessories.player,cart,280
sony,auto.accessories.player,purchase,85
sony,auto.accessories.player,view,14164
sony,electronics.audio.acoustic,cart,425
sony,electronics.audio.acoustic,purchase,127
sony,electronics.audio.acoustic,view,20456
sony,electronics.audio.headphone,cart,3570
sony,electronics.audio.headphone,purchase,988
sony,electronics.audio.headphone,view,87015
sony,electronics.audio.microphone,cart,13
sony,electronics.audio.microphone,purchase,1
sony,electronics.audio.microphone,view,538
sony,electronics.audio.subwoofer,cart,117
sony,electronics.audio.subwoofer,purchase,43
sony,electronics.audio.subwoofer,view,4580
sony,electronics.camera.photo,cart,255
sony,electronics.camera.photo,purchase,85
sony,electronics.camera.photo,view,5896
sony,electronics.camera.video,cart,372
sony,electronics.camera.video,purchase,105
sony,electronics.camera.video,view,13446
sony,electronics.smartphone,cart,1410
sony,electronics.smartphone,purchase,458
sony,electronics.smartphone,view,78019
sony,electronics.video.projector,cart,6
sony,electronics.video.projector,purchase,2
sony,electronics.video.projector,view,748
sony,electronics.video.tv,cart,3932
sony,electronics.video.tv,purchase,908
sony,electronics.video.tv,view,118442
soundking,electronics.audio.acoustic,view,102
soundking,electronics.audio.headphone,view,30
soundking,electronics.audio.microphone,view,170
soundstream,electronics.audio.subwoofer,view,133
soyntec,accessories.bag,cart,5
soyntec,accessories.bag,purchase,1
soyntec,accessories.bag,view,526
sozzy,kids.toys,cart,2
sozzy,kids.toys,view,26
spalenka,furniture.bedroom.pillow,view,112
specialized,sport.bicycle,cart,4
specialized,sport.bicycle,view,333
speroni,construction.tools.pump,cart,5
speroni,construction.tools.pump,purchase,1
speroni,construction.tools.pump,view,392
sphero,kids.toys,view,31
spinmaster,kids.dolls,cart,16
spinmaster,kids.dolls,purchase,3
spinmaster,kids.dolls,view,1089
spinmaster,kids.toys,view,22
sportelite,sport.trainer,cart,307
sportelite,sport.trainer,purchase,63
sportelite,sport.trainer,view,9290
sportop,sport.trainer,cart,7
sportop,sport.trainer,purchase,1
sportop,sport.trainer,view,541
spur,apparel.shoes,cart,3
spur,apparel.shoes,view,565
spur,apparel.shoes.ballet_shoes,view,165
spur,apparel.shoes.espadrilles,view,362
spur,apparel.shoes.keds,cart,12
spur,apparel.shoes.keds,purchase,3
spur,apparel.shoes.keds,view,1511
spur,apparel.shoes.moccasins,cart,11
spur,apparel.shoes.moccasins,purchase,3
spur,apparel.shoes.moccasins,view,1913
spur,apparel.shoes.sandals,cart,2
spur,apparel.shoes.sandals,purchase,2
spur,apparel.shoes.sandals,view,1049
spur,apparel.shoes.slipons,view,192
squier,electronics.audio.acoustic,cart,43
squier,electronics.audio.acoustic,purchase,21
squier,electronics.audio.acoustic,view,954
stagg,electronics.audio.acoustic,cart,330
stagg,electronics.audio.acoustic,purchase,134
stagg,electronics.audio.acoustic,view,6949
stagg,electronics.audio.microphone,cart,30
stagg,electronics.audio.microphone,purchase,10
stagg,electronics.audio.microphone,view,1823
stalker,construction.tools.generator,cart,52
stalker,construction.tools.generator,purchase,6
stalker,construction.tools.generator,view,2186
stalker,construction.tools.saw,cart,4
stalker,construction.tools.saw,view,148
stanley,accessories.bag,cart,216
stanley,accessories.bag,purchase,66
stanley,accessories.bag,view,17606
stanley,appliances.environment.vacuum,cart,9
stanley,appliances.environment.vacuum,purchase,3
stanley,appliances.environment.vacuum,view,394
stanley,construction.tools.drill,cart,42
stanley,construction.tools.drill,purchase,14
stanley,construction.tools.drill,view,2054
stanley,construction.tools.generator,cart,2
stanley,construction.tools.generator,purchase,1
stanley,construction.tools.generator,view,508
stanley,construction.tools.light,cart,2
stanley,construction.tools.light,purchase,1
stanley,construction.tools.light,view,613
stanley,construction.tools.saw,cart,17
stanley,construction.tools.saw,purchase,3
stanley,construction.tools.saw,view,832
stark,sport.bicycle,view,74
starline,auto.accessories.alarm,cart,10086
starline,auto.accessories.alarm,purchase,2731
starline,auto.accessories.alarm,view,195270
starmix,appliances.environment.vacuum,cart,1
starmix,appliances.environment.vacuum,view,199
startline,furniture.kitchen.table,cart,5
startline,furniture.kitchen.table,purchase,1
startline,furniture.kitchen.table,view,80
startline,sport.tennis,view,54
startline,sport.trainer,cart,12
startline,sport.trainer,purchase,2
startline,sport.trainer,view,603
starwars,kids.toys,view,7
stavr,construction.tools.saw,view,18
stavr,construction.tools.welding,cart,5
stavr,construction.tools.welding,purchase,1
stavr,construction.tools.welding,view,328
stayer,accessories.bag,cart,37
stayer,accessories.bag,purchase,15
stayer,accessories.bag,view,2228
stayer,construction.tools.soldering,cart,6
stayer,construction.tools.soldering,view,418
stealth,auto.accessories.videoregister,cart,2
stealth,auto.accessories.videoregister,purchase,2
stealth,auto.accessories.videoregister,view,107
steelflex,sport.trainer,view,7
steelseries,computers.peripherals.keyboard,cart,36
steelseries,computers.peripherals.keyboard,purchase,5
steelseries,computers.peripherals.keyboard,view,1412
steelseries,computers.peripherals.mouse,cart,332
steelseries,computers.peripherals.mouse,purchase,96
steelseries,computers.peripherals.mouse,view,7097
steelseries,electronics.audio.headphone,cart,84
steelseries,electronics.audio.headphone,purchase,23
steelseries,electronics.audio.headphone,view,2271
steffilove,kids.dolls,cart,3
steffilove,kids.dolls,purchase,1
steffilove,kids.dolls,view,195
stels,accessories.bag,cart,1
stels,accessories.bag,purchase,1
stels,accessories.bag,view,203
stels,construction.tools.painting,cart,46
stels,construction.tools.painting,purchase,17
stels,construction.tools.painting,view,2647
stels,sport.bicycle,cart,27
stels,sport.bicycle,purchase,9
stels,sport.bicycle,view,1571
stendmebel,furniture.bedroom.bed,cart,431
stendmebel,furniture.bedroom.bed,purchase,115
stendmebel,furniture.bedroom.bed,view,14848
stendmebel,furniture.kitchen.table,purchase,1
stendmebel,furniture.kitchen.table,view,110
stendmebel,furniture.living_room.cabinet,cart,63
stendmebel,furniture.living_room.cabinet,purchase,10
stendmebel,furniture.living_room.cabinet,view,4974
steppuzzle,kids.toys,cart,127
steppuzzle,kids.toys,purchase,33
steppuzzle,kids.toys,view,3380
stermay,construction.tools.pump,cart,3
stermay,construction.tools.pump,view,129
stern,appliances.environment.air_heater,cart,1
stern,appliances.environment.air_heater,purchase,1
stern,appliances.environment.air_heater,view,72
sterntaler,apparel.shoes,cart,5
sterntaler,apparel.shoes,view,525
sti,construction.tools.pump,cart,4
sti,construction.tools.pump,purchase,1
sti,construction.tools.pump,view,380
stiga,furniture.kitchen.table,cart,1
stiga,furniture.kitchen.table,view,260
stiga,kids.skates,cart,6
stiga,kids.skates,purchase,1
stiga,kids.skates,view,202
stiga,sport.tennis,cart,9
stiga,sport.tennis,purchase,5
stiga,sport.tennis,view,488
stihl,appliances.environment.vacuum,cart,29
stihl,appliances.environment.vacuum,purchase,7
stihl,appliances.environment.vacuum,view,1774
stihl,construction.tools.saw,cart,753
stihl,construction.tools.saw,purchase,167
stihl,construction.tools.saw,view,20538
stihl,country_yard.lawn_mower,view,17
stilvasejspalni,furniture.bedroom.pillow,cart,1
stilvasejspalni,furniture.bedroom.pillow,view,164
stinger,auto.accessories.radar,cart,6
stinger,auto.accessories.radar,purchase,2
stinger,auto.accessories.radar,view,476
stinger,sport.bicycle,cart,4
stinger,sport.bicycle,purchase,1
stinger,sport.bicycle,view,225
stinol,appliances.kitchen.refrigerators,cart,1
stinol,appliances.kitchen.refrigerators,purchase,1
stinol,appliances.kitchen.refrigerators,view,401
stn,appliances.environment.air_heater,view,29
stockli,sport.ski,view,305
stokke,furniture.bedroom.bed,view,176
stokke,furniture.kitchen.chair,cart,1
stokke,furniture.kitchen.chair,purchase,1
stokke,furniture.kitchen.chair,view,241
stokke,furniture.living_room.chair,view,28
stokke,kids.carriage,view,91
stokke,kids.swing,view,117
stolicatekstila,furniture.bedroom.pillow,cart,3
stolicatekstila,furniture.bedroom.pillow,view,63
stolline,furniture.kitchen.chair,cart,1
stolline,furniture.kitchen.chair,view,147
stolplit,furniture.bedroom.bed,cart,12
stolplit,furniture.bedroom.bed,purchase,4
stolplit,furniture.bedroom.bed,view,1563
stolplit,furniture.living_room.cabinet,cart,3
stolplit,furniture.living_room.cabinet,view,330
stonelock,auto.accessories.videoregister,cart,15
stonelock,auto.accessories.videoregister,purchase,4
stonelock,auto.accessories.videoregister,view,487
storm,electronics.clocks,view,373
strobbs,apparel.shoes,cart,107
strobbs,apparel.shoes,purchase,25
strobbs,apparel.shoes,view,4206
strobbs,apparel.shoes.keds,cart,1108
strobbs,apparel.shoes.keds,purchase,331
strobbs,apparel.shoes.keds,view,59741
stryj,furniture.kitchen.chair,cart,15
stryj,furniture.kitchen.chair,purchase,1
stryj,furniture.kitchen.chair,view,434
studiomaster,electronics.audio.acoustic,view,25
stuntcar,kids.toys,cart,1
stuntcar,kids.toys,view,304
suave,apparel.shoes,cart,7
suave,apparel.shoes,purchase,5
suave,apparel.shoes,view,1042
suave,apparel.shoes.sandals,cart,2
suave,apparel.shoes.sandals,view,115
subini,auto.accessories.videoregister,cart,136
subini,auto.accessories.videoregister,purchase,38
subini,auto.accessories.videoregister,view,4977
sulongtojs,kids.toys,view,15
sumdex,accessories.bag,cart,265
sumdex,accessories.bag,purchase,69
sumdex,accessories.bag,view,4960
sunbody,kids.skates,cart,7
sunbody,kids.skates,purchase,2
sunbody,kids.skates,view,299
suncolor,kids.skates,cart,2
suncolor,kids.skates,view,124
sunday,sport.bicycle,cart,13
sunday,sport.bicycle,purchase,2
sunday,sport.bicycle,view,1031
sunsystem,appliances.environment.water_heater,cart,1
sunsystem,appliances.environment.water_heater,view,260
superfine,stationery.cartrige,cart,4
superfine,stationery.cartrige,purchase,2
superfine,stationery.cartrige,view,19
superlux,electronics.audio.headphone,cart,6
superlux,electronics.audio.headphone,purchase,1
superlux,electronics.audio.headphone,view,123
superlux,electronics.audio.microphone,cart,1
superlux,electronics.audio.microphone,purchase,1
superlux,electronics.audio.microphone,view,121
supermicro,computers.components.cooler,view,70
suunto,electronics.clocks,cart,89
suunto,electronics.clocks,purchase,17
suunto,electronics.clocks,view,6595
suzuki,electronics.audio.acoustic,cart,1
suzuki,electronics.audio.acoustic,view,19
sv,computers.desktop,cart,309
sv,computers.desktop,purchase,117
sv,computers.desktop,view,12833
sv,furniture.bedroom.bed,cart,1577
sv,furniture.bedroom.bed,purchase,445
sv,furniture.bedroom.bed,view,83682
sv,furniture.kitchen.chair,cart,177
sv,furniture.kitchen.chair,purchase,34
sv,furniture.kitchen.chair,view,3719
sv,furniture.kitchen.table,cart,150
sv,furniture.kitchen.table,purchase,42
sv,furniture.kitchen.table,view,7011
sv,furniture.living_room.cabinet,cart,893
sv,furniture.living_room.cabinet,purchase,263
sv,furniture.living_room.cabinet,view,50578
svar,appliances.kitchen.hob,view,35
svar,appliances.kitchen.oven,view,65
sven,computers.components.power_supply,view,5
sven,computers.desktop,cart,560
sven,computers.desktop,purchase,240
sven,computers.desktop,view,15777
sven,computers.peripherals.camera,cart,2
sven,computers.peripherals.camera,view,210
sven,computers.peripherals.keyboard,cart,244
sven,computers.peripherals.keyboard,purchase,71
sven,computers.peripherals.keyboard,view,5294
sven,computers.peripherals.mouse,cart,10
sven,computers.peripherals.mouse,purchase,3
sven,computers.peripherals.mouse,view,260
sven,electronics.audio.acoustic,cart,15
sven,electronics.audio.acoustic,purchase,3
sven,electronics.audio.acoustic,view,936
sven,electronics.audio.headphone,cart,611
sven,electronics.audio.headphone,purchase,167
sven,electronics.audio.headphone,view,10679
sven,electronics.audio.microphone,cart,50
sven,electronics.audio.microphone,purchase,15
sven,electronics.audio.microphone,view,1167
svetogor,furniture.universal.light,view,74
swat,auto.accessories.player,cart,322
swat,auto.accessories.player,purchase,100
swat,auto.accessories.player,view,13474
swat,auto.accessories.videoregister,cart,139
swat,auto.accessories.videoregister,purchase,34
swat,auto.accessories.videoregister,view,3866
swat,electronics.audio.subwoofer,cart,28
swat,electronics.audio.subwoofer,purchase,7
swat,electronics.audio.subwoofer,view,1283
swatch,electronics.clocks,cart,97
swatch,electronics.clocks,purchase,46
swatch,electronics.clocks,view,7680
sweety,kids.fmcg.diapers,cart,62
sweety,kids.fmcg.diapers,purchase,32
sweety,kids.fmcg.diapers,view,1054
swissline,appliances.environment.air_heater,cart,19
swissline,appliances.environment.air_heater,purchase,4
swissline,appliances.environment.air_heater,view,567
swissline,appliances.iron,cart,1
swissline,appliances.iron,view,43
swissline,appliances.kitchen.kettle,cart,6
swissline,appliances.kitchen.kettle,purchase,2
swissline,appliances.kitchen.kettle,view,200
swissline,electronics.video.tv,cart,1
swissline,electronics.video.tv,view,113
swissmilitaryhanowa,electronics.clocks,view,213
syma,kids.toys,cart,37
syma,kids.toys,purchase,10
syma,kids.toys,view,1384
t-max,auto.accessories.compressor,cart,4
t-max,auto.accessories.compressor,view,287
t-max,auto.accessories.winch,cart,16
t-max,auto.accessories.winch,purchase,4
t-max,auto.accessories.winch,view,3723
tailg,sport.bicycle,view,6
takamine,electronics.audio.acoustic,cart,13
takamine,electronics.audio.acoustic,purchase,2
takamine,electronics.audio.acoustic,view,1092
tako,kids.carriage,cart,7
tako,kids.carriage,purchase,2
tako,kids.carriage,view,430
taller,appliances.kitchen.kettle,cart,18
taller,appliances.kitchen.kettle,purchase,3
taller,appliances.kitchen.kettle,view,721
tamaris,apparel.shoes,cart,64
tamaris,apparel.shoes,purchase,5
tamaris,apparel.shoes,view,5079
tamaris,apparel.shoes.keds,cart,118
tamaris,apparel.shoes.keds,purchase,37
tamaris,apparel.shoes.keds,view,7220
tamaris,apparel.shoes.slipons,cart,1
tamaris,apparel.shoes.slipons,view,222
tamish,furniture.bedroom.pillow,cart,52
tamish,furniture.bedroom.pillow,purchase,9
tamish,furniture.bedroom.pillow,view,872
tamron,electronics.camera.photo,cart,1
tamron,electronics.camera.photo,purchase,1
tamron,electronics.camera.photo,view,38
tanglewood,electronics.audio.acoustic,cart,9
tanglewood,electronics.audio.acoustic,purchase,4
tanglewood,electronics.audio.acoustic,view,545
targus,accessories.bag,cart,5
targus,accessories.bag,purchase,1
targus,accessories.bag,view,302
tarlan,construction.tools.generator,cart,12
tarlan,construction.tools.generator,purchase,4
tarlan,construction.tools.generator,view,732
tarlan,construction.tools.pump,view,63
tascam,electronics.audio.acoustic,view,22
tascam,electronics.audio.headphone,view,18
tascam,electronics.audio.microphone,cart,1
tascam,electronics.audio.microphone,view,82
tch,construction.tools.drill,cart,14
tch,construction.tools.drill,purchase,6
tch,construction.tools.drill,view,1576
tch,construction.tools.generator,cart,5
tch,construction.tools.generator,purchase,2
tch,construction.tools.generator,view,496
tch,construction.tools.saw,cart,15
tch,construction.tools.saw,purchase,4
tch,construction.tools.saw,view,868
tcl,appliances.environment.air_conditioner,cart,159
tcl,appliances.environment.air_conditioner,purchase,32
tcl,appliances.environment.air_conditioner,view,6194
tcl,electronics.video.tv,cart,4511
tcl,electronics.video.tv,purchase,1325
tcl,electronics.video.tv,view,75410
teamgroup,computers.components.hdd,cart,18
teamgroup,computers.components.hdd,purchase,4
teamgroup,computers.components.hdd,view,588
teamgroup,computers.components.memory,cart,12
teamgroup,computers.components.memory,purchase,4
teamgroup,computers.components.memory,view,401
tec,auto.accessories.alarm,cart,3
tec,auto.accessories.alarm,view,2118
tecno,electronics.smartphone,cart,174
tecno,electronics.smartphone,purchase,86
tecno,electronics.smartphone,view,6937
tedmyfriend,kids.toys,view,177
tefal,appliances.environment.air_heater,cart,161
tefal,appliances.environment.air_heater,purchase,61
tefal,appliances.environment.air_heater,view,3822
tefal,appliances.environment.fan,cart,6
tefal,appliances.environment.fan,view,500
tefal,appliances.environment.vacuum,cart,3158
tefal,appliances.environment.vacuum,purchase,979
tefal,appliances.environment.vacuum,view,91959
tefal,appliances.iron,cart,2939
tefal,appliances.iron,purchase,942
tefal,appliances.iron,view,66541
tefal,appliances.ironing_board,cart,23
tefal,appliances.ironing_board,purchase,6
tefal,appliances.ironing_board,view,694
tefal,appliances.kitchen.blender,cart,7
tefal,appliances.kitchen.blender,view,388
tefal,appliances.kitchen.coffee_machine,cart,1
tefal,appliances.kitchen.coffee_machine,view,149
tefal,appliances.kitchen.grill,cart,997
tefal,appliances.kitchen.grill,purchase,308
tefal,appliances.kitchen.grill,view,27712
tefal,appliances.kitchen.kettle,cart,1117
tefal,appliances.kitchen.kettle,purchase,374
tefal,appliances.kitchen.kettle,view,24043
tefal,appliances.kitchen.steam_cooker,cart,207
tefal,appliances.kitchen.steam_cooker,purchase,76
tefal,appliances.kitchen.steam_cooker,view,6479
tefal,appliances.kitchen.toster,cart,4
tefal,appliances.kitchen.toster,purchase,1
tefal,appliances.kitchen.toster,view,184
tefal,appliances.personal.scales,cart,80
tefal,appliances.personal.scales,purchase,25
tefal,appliances.personal.scales,view,1821
tefal,construction.tools.generator,cart,1803
tefal,construction.tools.generator,purchase,571
tefal,construction.tools.generator,view,38237
teka,appliances.kitchen.coffee_machine,view,209
teka,appliances.kitchen.dishwasher,view,35
teka,appliances.kitchen.hob,cart,5
teka,appliances.kitchen.hob,view,358
teka,appliances.kitchen.hood,cart,4
teka,appliances.kitchen.hood,purchase,1
teka,appliances.kitchen.hood,view,360
teka,appliances.kitchen.microwave,cart,4
teka,appliances.kitchen.microwave,purchase,1
teka,appliances.kitchen.microwave,view,477
teka,appliances.kitchen.oven,cart,2
teka,appliances.kitchen.oven,purchase,2
teka,appliances.kitchen.oven,view,279
teka,appliances.kitchen.refrigerators,cart,1
teka,appliances.kitchen.refrigerators,view,172
teka,appliances.kitchen.washer,cart,2
teka,appliances.kitchen.washer,view,361
teka,construction.components.faucet,view,101
teknum,furniture.kitchen.chair,cart,159
teknum,furniture.kitchen.chair,purchase,63
teknum,furniture.kitchen.chair,view,4352
teknum,kids.carriage,cart,34
teknum,kids.carriage,purchase,5
teknum,kids.carriage,view,2037
telefunken,auto.accessories.player,cart,24
telefunken,auto.accessories.player,purchase,4
telefunken,auto.accessories.player,view,2417
telwin,construction.tools.welding,cart,3
telwin,construction.tools.welding,view,256
temp,construction.tools.welding,cart,10
temp,construction.tools.welding,purchase,1
temp,construction.tools.welding,view,525
teorema,construction.components.faucet,cart,6
teorema,construction.components.faucet,purchase,2
teorema,construction.components.faucet,view,801
teplokryma,appliances.environment.air_heater,view,322
teploross,appliances.environment.water_heater,cart,443
teploross,appliances.environment.water_heater,purchase,107
teploross,appliances.environment.water_heater,view,8348
termia,appliances.environment.air_heater,view,6
teslastyle,auto.accessories.player,cart,8
teslastyle,auto.accessories.player,purchase,4
teslastyle,auto.accessories.player,view,589
tesler,electronics.audio.music_tools.piano,purchase,2
tesler,electronics.audio.music_tools.piano,view,54
tesma,furniture.bedroom.pillow,view,37
tesoro,apparel.shoes,view,1061
tesoro,apparel.shoes.keds,view,551
tesoro,apparel.shoes.moccasins,view,16
tesoro,apparel.shoes.sandals,view,115
tesoro,apparel.shoes.slipons,view,192
tesoro,computers.peripherals.mouse,view,35
tesoro,electronics.audio.headphone,purchase,1
tesoro,electronics.audio.headphone,view,12
texa,construction.tools.drill,cart,1
texa,construction.tools.drill,view,313
texet,auto.accessories.videoregister,cart,1
texet,auto.accessories.videoregister,view,38
texet,electronics.smartphone,cart,19
texet,electronics.smartphone,purchase,6
texet,electronics.smartphone,view,1661
texet,electronics.telephone,cart,2324
texet,electronics.telephone,purchase,661
texet,electronics.telephone,view,49982
thermaltake,computers.components.cooler,cart,81
thermaltake,computers.components.cooler,purchase,24
thermaltake,computers.components.cooler,view,4170
thermaltake,computers.components.power_supply,cart,141
thermaltake,computers.components.power_supply,purchase,36
thermaltake,computers.components.power_supply,view,3786
thermaltake,computers.desktop,cart,44
thermaltake,computers.desktop,purchase,24
thermaltake,computers.desktop,view,1805
thermaltake,computers.peripherals.keyboard,purchase,1
thermaltake,computers.peripherals.keyboard,view,278
thermaltake,computers.peripherals.mouse,cart,2
thermaltake,computers.peripherals.mouse,view,81
thermex,appliances.environment.water_heater,cart,1070
thermex,appliances.environment.water_heater,purchase,316
thermex,appliances.environment.water_heater,view,17588
thomas,appliances.environment.vacuum,cart,3086
